runtime,Origin,Destination,distance,travel_time,duration_value,travel_mode
2020-03-04 20:58:04.915916,"51.520406, -0.085969","51.55503302293855, 0.014419319048872298",11.4 km,33 mins,1983,transit
2020-03-04 20:58:05.239720,"51.520406, -0.085969","51.54733167634796, 0.027521556041049278",9.5 km,23 mins,1391,transit
2020-03-04 20:58:05.613236,"51.520406, -0.085969","51.53881244434039, 0.037175439916937926",10.4 km,35 mins,2095,transit
2020-03-04 20:58:05.935015,"51.520406, -0.085969","51.52973456192867, 0.04308764908603059",10.7 km,38 mins,2292,transit
2020-03-04 20:58:06.263582,"51.520406, -0.085969","51.52037410485204, 0.04507854903210487",13.5 km,54 mins,3215,transit
2020-03-04 20:58:06.567993,"51.520406, -0.085969","51.511015571283686, 0.04308764908603059",14.2 km,49 mins,2934,transit
2020-03-04 20:58:06.889681,"51.520406, -0.085969","51.50194322739488, 0.037175439916937926",11.6 km,38 mins,2269,transit
2020-03-04 20:58:07.191202,"51.520406, -0.085969","51.49343248090121, 0.02752155604104933",12.5 km,44 mins,2619,transit
2020-03-04 20:58:07.565001,"51.520406, -0.085969","51.48574154334181, 0.01441931904887231",11.1 km,35 mins,2114,transit
2020-03-04 20:58:07.928066,"51.520406, -0.085969","51.47910363072287, -0.0017331730046168733",10.7 km,41 mins,2440,transit
2020-03-04 20:58:08.264211,"51.520406, -0.085969","51.47371993391036, -0.02044513978963002",11.4 km,36 mins,2133,transit
2020-03-04 20:58:08.613383,"51.520406, -0.085969","51.469753565557625, -0.04114802948244057",8.0 km,47 mins,2794,transit
2020-03-04 20:58:08.899966,"51.520406, -0.085969","51.467324660288526, -0.06321279343761683",8.3 km,34 mins,2021,transit
2020-03-04 20:58:09.254277,"51.520406, -0.085969","51.46650677027978, -0.085969",8.3 km,38 mins,2289,transit
2020-03-04 20:58:09.565325,"51.520406, -0.085969","51.467324660288526, -0.1087252065623832",7.2 km,34 mins,2059,transit
2020-03-04 20:58:09.875742,"51.520406, -0.085969","51.469753565557625, -0.13078997051755942",8.2 km,30 mins,1783,transit
2020-03-04 20:58:10.287511,"51.520406, -0.085969","51.47371993391036, -0.15149286021037003",9.1 km,42 mins,2498,transit
2020-03-04 20:58:10.601846,"51.520406, -0.085969","51.47910363072287, -0.1702048269953831",12.3 km,46 mins,2737,transit
2020-03-04 20:58:10.927249,"51.520406, -0.085969","51.48574154334181, -0.18635731904887232",11.7 km,48 mins,2897,transit
2020-03-04 20:58:11.342608,"51.520406, -0.085969","51.49343248090121, -0.19945955604104929",10.4 km,43 mins,2561,transit
2020-03-04 20:58:11.712940,"51.520406, -0.085969","51.50194322739488, -0.20911343991693795",10.5 km,37 mins,2216,transit
2020-03-04 20:58:12.079214,"51.520406, -0.085969","51.511015571283686, -0.2150256490860306",11.0 km,34 mins,2069,transit
2020-03-04 20:58:12.404853,"51.520406, -0.085969","51.52037410485204, -0.21701654903210488",10.7 km,37 mins,2231,transit
2020-03-04 20:58:12.746477,"51.520406, -0.085969","51.52973456192867, -0.21502564908603064",11.6 km,39 mins,2340,transit
2020-03-04 20:58:13.051433,"51.520406, -0.085969","51.53881244434039, -0.20911343991693795",11.4 km,43 mins,2573,transit
2020-03-04 20:58:13.405545,"51.520406, -0.085969","51.54733167634796, -0.19945955604104929",11.3 km,35 mins,2095,transit
2020-03-04 20:58:14.930951,"51.520406, -0.085969","51.55503302293855, -0.18635731904887232",10.3 km,32 mins,1897,transit
2020-03-04 20:58:15.408609,"51.520406, -0.085969","51.561682012626136, -0.17020482699538317",10.4 km,33 mins,1984,transit
2020-03-04 20:58:15.982001,"51.520406, -0.085969","51.567076118486774, -0.15149286021037006",9.8 km,48 mins,2908,transit
2020-03-04 20:58:16.351525,"51.520406, -0.085969","51.571050972379346, -0.13078997051755942",10.2 km,32 mins,1934,transit
2020-03-04 20:58:16.689470,"51.520406, -0.085969","51.57348541619417, -0.10872520656238319",8.1 km,29 mins,1711,transit
2020-03-04 20:58:16.983039,"51.520406, -0.085969","51.57430522972021, -0.08596900000000005",7.1 km,37 mins,2241,transit
2020-03-04 20:58:17.361815,"51.520406, -0.085969","51.583288434673584, -0.085969",14.2 km,40 mins,2422,transit
2020-03-04 20:58:17.680024,"51.520406, -0.085969","51.58233179797863, -0.05942007768639993",11.1 km,33 mins,1985,transit
2020-03-04 20:58:18.124518,"51.520406, -0.085969","51.57949107351148, -0.033677841718837045",10.1 km,27 mins,1625,transit
2020-03-04 20:58:18.424053,"51.520406, -0.085969","51.5748529169328, -0.00952446479949975",11.7 km,37 mins,2240,transit
2020-03-04 20:58:18.726967,"51.520406, -0.085969","51.56855877951162, 0.012306162048757313",11.2 km,27 mins,1610,transit
2020-03-04 20:58:19.027791,"51.520406, -0.085969","51.560800546771574, 0.03115072916342706",10.4 km,35 mins,2090,transit
2020-03-04 20:58:19.362053,"51.520406, -0.085969","51.55181463047233, 0.046436661797080316",10.8 km,22 mins,1316,transit
2020-03-04 20:58:20.207277,"51.520406, -0.085969","51.54187470289225, 0.05769951539758436",11.4 km,34 mins,2042,transit
2020-03-04 20:58:20.541403,"51.520406, -0.085969","51.53128330418656, 0.06459708463341157",13.1 km,48 mins,2873,transit
2020-03-04 20:58:21.102906,"51.520406, -0.085969","51.520362587166375, 0.06691979824211504",17.7 km,53 mins,3199,transit
2020-03-04 20:58:21.466523,"51.520406, -0.085969","51.509444488252065, 0.06459708463341157",13.0 km,43 mins,2553,transit
2020-03-04 20:58:21.805224,"51.520406, -0.085969","51.49886062808469, 0.05769951539758441",14.2 km,47 mins,2820,transit
2020-03-04 20:58:22.103319,"51.520406, -0.085969","51.488932250223726, 0.04643666179708034",16.1 km,46 mins,2770,transit
2020-03-04 20:58:22.486418,"51.520406, -0.085969","51.47996050176617, 0.031150729163427083",12.2 km,44 mins,2632,transit
2020-03-04 20:58:22.833669,"51.520406, -0.085969","51.472217346145015, 0.012306162048757351",11.2 km,38 mins,2259,transit
2020-03-04 20:58:23.233387,"51.520406, -0.085969","51.46593737659688, -0.00952446479949975",9.5 km,31 mins,1850,transit
2020-03-04 20:58:23.563776,"51.520406, -0.085969","51.461310769785385, -0.03367784171883702",9.2 km,40 mins,2396,transit
2020-03-04 20:58:23.885328,"51.520406, -0.085969","51.458477583898805, -0.059420077686399946",10.3 km,50 mins,2987,transit
2020-03-04 20:58:24.208035,"51.520406, -0.085969","51.45752356532642, -0.08596899999999999",13.3 km,48 mins,2876,transit
2020-03-04 20:58:24.531914,"51.520406, -0.085969","51.458477583898805, -0.11251792231360011",8.6 km,32 mins,1929,transit
2020-03-04 20:58:24.852104,"51.520406, -0.085969","51.461310769785385, -0.13826015828116298",8.1 km,21 mins,1251,transit
2020-03-04 20:58:25.130171,"51.520406, -0.085969","51.46593737659688, -0.1624135352005003",10.6 km,39 mins,2356,transit
2020-03-04 20:58:25.436332,"51.520406, -0.085969","51.472217346145015, -0.18424416204875732",15.3 km,49 mins,2941,transit
2020-03-04 20:58:25.819563,"51.520406, -0.085969","51.47996050176617, -0.20308872916342707",13.4 km,48 mins,2898,transit
2020-03-04 20:58:26.144991,"51.520406, -0.085969","51.488932250223726, -0.21837466179708032",11.7 km,43 mins,2577,transit
2020-03-04 20:58:26.445721,"51.520406, -0.085969","51.49886062808469, -0.22963751539758445",12.6 km,39 mins,2363,transit
2020-03-04 20:58:26.750553,"51.520406, -0.085969","51.509444488252065, -0.23653508463341158",12.6 km,44 mins,2626,transit
2020-03-04 20:58:27.058838,"51.520406, -0.085969","51.520362587166375, -0.23885779824211506",14.6 km,48 mins,2862,transit
2020-03-04 20:58:27.335442,"51.520406, -0.085969","51.53128330418656, -0.23653508463341158",12.0 km,42 mins,2492,transit
2020-03-04 20:58:27.705746,"51.520406, -0.085969","51.54187470289225, -0.22963751539758437",13.4 km,47 mins,2838,transit
2020-03-04 20:58:28.003311,"51.520406, -0.085969","51.55181463047233, -0.21837466179708034",12.5 km,37 mins,2208,transit
2020-03-04 20:58:28.326484,"51.520406, -0.085969","51.560800546771574, -0.2030887291634271",11.6 km,38 mins,2286,transit
2020-03-04 20:58:28.636976,"51.520406, -0.085969","51.56855877951162, -0.18424416204875738",12.8 km,39 mins,2368,transit
2020-03-04 20:58:28.919695,"51.520406, -0.085969","51.5748529169328, -0.16241353520050034",12.2 km,41 mins,2466,transit
2020-03-04 20:58:29.246405,"51.520406, -0.085969","51.57949107351148, -0.13826015828116295",11.5 km,30 mins,1815,transit
2020-03-04 20:58:29.543082,"51.520406, -0.085969","51.58233179797863, -0.11251792231360008",9.4 km,34 mins,2012,transit
2020-03-04 20:58:29.822849,"51.520406, -0.085969","51.583288434673584, -0.08596900000000005",14.2 km,40 mins,2422,transit
2020-03-04 20:58:30.139831,"51.520406, -0.085969","51.59227163962695, -0.085969",12.7 km,47 mins,2832,transit
2020-03-04 20:58:30.465406,"51.520406, -0.085969","51.59117812606744, -0.05562735517016602",10.9 km,30 mins,1820,transit
2020-03-04 20:58:30.817379,"51.520406, -0.085969","51.58793096638476, -0.026207641950272326",11.6 km,37 mins,2228,transit
2020-03-04 20:58:31.136388,"51.520406, -0.085969","51.582629270461624, 0.001396224785302715",12.6 km,34 mins,2068,transit
2020-03-04 20:58:31.477521,"51.520406, -0.085969","51.57543481145023, 0.026345511204048756",12.6 km,26 mins,1560,transit
2020-03-04 20:58:31.835841,"51.520406, -0.085969","51.566567027423034, 0.04788215017323224",15.1 km,49 mins,2933,transit
2020-03-04 20:58:32.150044,"51.520406, -0.085969","51.55629625229753, 0.06535177359117367",12.8 km,30 mins,1816,transit
2020-03-04 20:58:32.482277,"51.520406, -0.085969","51.544935394088114, 0.07822359187566527",14.1 km,41 mins,2446,transit
2020-03-04 20:58:32.753521,"51.520406, -0.085969","51.53283032643045, 0.08610651742679762",14.2 km,43 mins,2562,transit
2020-03-04 20:58:33.024047,"51.520406, -0.085969","51.52034929753344, 0.08876104331580358",19.0 km,1 hour 13 mins,4357,transit
2020-03-04 20:58:33.357906,"51.520406, -0.085969","51.50787168819936, 0.08610651742679762",18.9 km,1 hour 1 min,3681,transit
2020-03-04 20:58:33.663571,"51.520406, -0.085969","51.49577646678563, 0.07822359187566529",17.2 km,54 mins,3227,transit
2020-03-04 20:58:33.933513,"51.520406, -0.085969","51.484430693911364, 0.0653517735911737",16.0 km,51 mins,3089,transit
2020-03-04 20:58:34.234542,"51.520406, -0.085969","51.474178423712395, 0.04788215017323226",16.4 km,50 mins,2982,transit
2020-03-04 20:58:34.607891,"51.520406, -0.085969","51.465330332245166, 0.026345511204048808",14.2 km,40 mins,2424,transit
2020-03-04 20:58:34.913234,"51.520406, -0.085969","51.45815437821383, 0.001396224785302715",11.8 km,37 mins,2230,transit
2020-03-04 20:58:35.267279,"51.520406, -0.085969","51.452867767707815, -0.026207641950272302",10.9 km,37 mins,2237,transit
2020-03-04 20:58:35.669130,"51.520406, -0.085969","51.449630454341175, -0.05562735517016603",10.5 km,42 mins,2532,transit
2020-03-04 20:58:36.398463,"51.520406, -0.085969","51.44854036037305, -0.08596899999999999",10.7 km,40 mins,2407,transit
2020-03-04 20:58:36.782997,"51.520406, -0.085969","51.449630454341175, -0.11631064482983401",9.4 km,42 mins,2511,transit
2020-03-04 20:58:37.110475,"51.520406, -0.085969","51.452867767707815, -0.1457303580497277",9.5 km,25 mins,1497,transit
2020-03-04 20:58:37.463664,"51.520406, -0.085969","51.45815437821383, -0.17333422478530275",10.7 km,41 mins,2475,transit
2020-03-04 20:58:37.828372,"51.520406, -0.085969","51.465330332245166, -0.19828351120404877",15.4 km,55 mins,3274,transit
2020-03-04 20:58:38.192075,"51.520406, -0.085969","51.474178423712395, -0.21982015017323223",14.7 km,1 hour 0 mins,3573,transit
2020-03-04 20:58:38.495689,"51.520406, -0.085969","51.484430693911364, -0.23728977359117365",14.6 km,56 mins,3381,transit
2020-03-04 20:58:38.777718,"51.520406, -0.085969","51.49577646678563, -0.25016159187566533",14.1 km,45 mins,2729,transit
2020-03-04 20:58:39.073689,"51.520406, -0.085969","51.50787168819936, -0.2580445174267976",16.0 km,54 mins,3215,transit
2020-03-04 20:58:39.364044,"51.520406, -0.085969","51.52034929753344, -0.2606990433158036",15.4 km,45 mins,2688,transit
2020-03-04 20:58:39.668294,"51.520406, -0.085969","51.53283032643045, -0.2580445174267976",15.4 km,52 mins,3090,transit
2020-03-04 20:58:40.030346,"51.520406, -0.085969","51.544935394088114, -0.2501615918756653",15.4 km,51 mins,3066,transit
2020-03-04 20:58:40.515532,"51.520406, -0.085969","51.55629625229753, -0.23728977359117367",14.1 km,44 mins,2641,transit
2020-03-04 20:58:40.811489,"51.520406, -0.085969","51.566567027423034, -0.21982015017323228",14.5 km,47 mins,2837,transit
2020-03-04 20:58:41.040793,"51.520406, -0.085969","51.57543481145023, -0.19828351120404886",12.3 km,33 mins,1971,transit
2020-03-04 20:58:41.300847,"51.520406, -0.085969","51.582629270461624, -0.1733342247853028",13.8 km,37 mins,2219,transit
2020-03-04 20:58:41.616430,"51.520406, -0.085969","51.58793096638476, -0.14573035804972764",10.3 km,47 mins,2815,transit
2020-03-04 20:58:41.886082,"51.520406, -0.085969","51.59117812606744, -0.116310644829834",9.4 km,34 mins,2053,transit
2020-03-04 20:58:42.129936,"51.520406, -0.085969","51.59227163962695, -0.08596900000000005",12.7 km,47 mins,2832,transit
2020-03-04 20:58:42.451685,"51.520406, -0.085969","51.60125484458033, -0.085969",11.0 km,56 mins,3389,transit
2020-03-04 20:58:42.726985,"51.520406, -0.085969","51.60002440042266, -0.05183462492246747",12.2 km,31 mins,1836,transit
2020-03-04 20:58:42.990294,"51.520406, -0.085969","51.5963706508588, -0.018737428461728236",14.7 km,51 mins,3048,transit
2020-03-04 20:58:43.310034,"51.520406, -0.085969","51.59040517879685, 0.012316931049748424",15.1 km,43 mins,2598,transit
2020-03-04 20:58:43.611711,"51.520406, -0.085969","51.58231010803839, 0.040384876475820335",14.4 km,35 mins,2115,transit
2020-03-04 20:58:43.905039,"51.520406, -0.085969","51.57233246441261, 0.06461358363474103",15.5 km,34 mins,2011,transit
2020-03-04 20:58:44.226721,"51.520406, -0.085969","51.56077654134696, 0.08426689228589161",15.4 km,39 mins,2353,transit
2020-03-04 20:58:44.565198,"51.520406, -0.085969","51.54799451754515, 0.09874766949365503",15.0 km,49 mins,2923,transit
2020-03-04 20:58:44.926873,"51.520406, -0.085969","51.53437562844808, 0.10761594707275031",15.3 km,42 mins,2524,transit
2020-03-04 20:58:45.217090,"51.520406, -0.085969","51.52033423595513, 0.11060228366225981",18.1 km,1 hour 0 mins,3580,transit
2020-03-04 20:58:45.519077,"51.520406, -0.085969","51.50629717134085, 0.10761594707275031",20.0 km,59 mins,3563,transit
2020-03-04 20:58:45.919823,"51.520406, -0.085969","51.49269074388165, 0.09874766949365506",16.7 km,54 mins,3213,transit
2020-03-04 20:58:46.229433,"51.520406, -0.085969","51.479927812439534, 0.08426689228589164",17.4 km,54 mins,3226,transit
2020-03-04 20:58:46.588139,"51.520406, -0.085969","51.46839530965785, 0.06461358363474107",18.3 km,58 mins,3504,transit
2020-03-04 20:58:46.948735,"51.520406, -0.085969","51.45844258942329, 0.040384876475820355",15.9 km,47 mins,2826,transit
2020-03-04 20:58:47.589355,"51.520406, -0.085969","51.450370939034514, 0.012316931049748424",12.1 km,34 mins,2058,transit
2020-03-04 20:58:47.898017,"51.520406, -0.085969","51.44442455946358, -0.018737428461728198",11.8 km,33 mins,1983,transit
2020-03-04 20:58:48.190640,"51.520406, -0.085969","51.440783271653075, -0.05183462492246749",12.0 km,42 mins,2519,transit
2020-03-04 20:58:48.520194,"51.520406, -0.085969","51.43955715541968, -0.08596899999999999",11.4 km,42 mins,2503,transit
2020-03-04 20:58:48.811381,"51.520406, -0.085969","51.440783271653075, -0.12010337507753256",11.6 km,44 mins,2646,transit
2020-03-04 20:58:49.123849,"51.520406, -0.085969","51.44442455946358, -0.15320057153827177",10.5 km,27 mins,1634,transit
2020-03-04 20:58:49.411775,"51.520406, -0.085969","51.450370939034514, -0.18425493104974847",16.2 km,47 mins,2839,transit
2020-03-04 20:58:49.784485,"51.520406, -0.085969","51.45844258942329, -0.21232287647582035",15.8 km,49 mins,2965,transit
2020-03-04 20:58:50.112078,"51.520406, -0.085969","51.46839530965785, -0.23655158363474102",15.4 km,1 hour 13 mins,4360,transit
2020-03-04 20:58:50.392703,"51.520406, -0.085969","51.479927812439534, -0.25620489228589155",16.5 km,54 mins,3268,transit
2020-03-04 20:58:50.631801,"51.520406, -0.085969","51.49269074388165, -0.2706856694936551",15.9 km,51 mins,3074,transit
2020-03-04 20:58:50.983229,"51.520406, -0.085969","51.50629717134085, -0.27955394707275033",16.9 km,52 mins,3139,transit
2020-03-04 20:58:51.236531,"51.520406, -0.085969","51.52033423595513, -0.28254028366225986",17.1 km,46 mins,2751,transit
2020-03-04 20:58:51.598308,"51.520406, -0.085969","51.53437562844808, -0.27955394707275033",18.5 km,55 mins,3295,transit
2020-03-04 20:58:51.978228,"51.520406, -0.085969","51.54799451754515, -0.270685669493655",16.9 km,54 mins,3262,transit
2020-03-04 20:58:52.303054,"51.520406, -0.085969","51.56077654134696, -0.2562048922858916",18.6 km,46 mins,2747,transit
2020-03-04 20:58:52.642286,"51.520406, -0.085969","51.57233246441261, -0.2365515836347411",22.0 km,57 mins,3422,transit
2020-03-04 20:58:52.979944,"51.520406, -0.085969","51.58231010803839, -0.2123228764758204",15.7 km,41 mins,2447,transit
2020-03-04 20:58:53.312164,"51.520406, -0.085969","51.59040517879685, -0.18425493104974855",14.7 km,42 mins,2543,transit
2020-03-04 20:58:53.630909,"51.520406, -0.085969","51.5963706508588, -0.15320057153827177",16.2 km,47 mins,2846,transit
2020-03-04 20:58:53.995507,"51.520406, -0.085969","51.60002440042266, -0.12010337507753256",10.6 km,33 mins,2007,transit
2020-03-04 20:58:54.365272,"51.520406, -0.085969","51.60125484458033, -0.08596900000000006",11.0 km,56 mins,3389,transit
2020-03-04 20:58:54.764492,"51.520406, -0.085969","51.610238049533685, -0.085969",11.6 km,56 mins,3359,transit
2020-03-04 20:58:55.115668,"51.520406, -0.085969","51.60887062100628, -0.04804188597684999",13.2 km,43 mins,2575,transit
2020-03-04 20:58:55.511727,"51.520406, -0.085969","51.60481012679303, -0.011267199538176913",15.9 km,57 mins,3423,transit
2020-03-04 20:58:55.777852,"51.520406, -0.085969","51.59818064166191, 0.02323765607881572",15.2 km,38 mins,2283,transit
2020-03-04 20:58:56.061573,"51.520406, -0.085969","51.58918466887225, 0.05442425987863638",19.6 km,50 mins,3028,transit
2020-03-04 20:58:56.335239,"51.520406, -0.085969","51.57809685725981, 0.08134503110440244",18.1 km,42 mins,2510,transit
2020-03-04 20:58:56.626531,"51.520406, -0.085969","51.56525549714392, 0.10318201874378949",14.8 km,32 mins,1895,transit
2020-03-04 20:58:56.942502,"51.520406, -0.085969","51.55105207288062, 0.11927174839402184",16.5 km,53 mins,3163,transit
2020-03-04 20:58:57.259411,"51.520406, -0.085969","51.53591921002737, 0.12912537317782738",17.1 km,43 mins,2600,transit
2020-03-04 20:58:57.562989,"51.520406, -0.085969","51.520317402433555, 0.13244351869057022",18.6 km,1 hour 1 min,3667,transit
2020-03-04 20:58:57.880854,"51.520406, -0.085969","51.504720937892024, 0.12912537317782738",22.4 km,1 hour 8 mins,4092,transit
2020-03-04 20:58:58.525463,"51.520406, -0.085969","51.48960345975672, 0.11927174839402184",20.3 km,1 hour 1 min,3654,transit
2020-03-04 20:58:58.858854,"51.520406, -0.085969","51.47542360628357, 0.10318201874378954",19.0 km,1 hour 6 mins,3936,transit
2020-03-04 20:58:59.245741,"51.520406, -0.085969","51.462611160079625, 0.08134503110440247",19.8 km,1 hour 3 mins,3789,transit
2020-03-04 20:58:59.576993,"51.520406, -0.085969","51.4515541180791, 0.05442425987863643",17.4 km,51 mins,3067,transit
2020-03-04 20:58:59.922660,"51.520406, -0.085969","51.44258705933201, 0.02323765607881572",15.1 km,47 mins,2795,transit
2020-03-04 20:59:00.316313,"51.520406, -0.085969","51.4359811451912, -0.011267199538176889",16.3 km,53 mins,3181,transit
2020-03-04 20:59:00.655748,"51.520406, -0.085969","51.431936035871914, -0.04804188597685",13.9 km,52 mins,3117,transit
2020-03-04 20:59:01.047070,"51.520406, -0.085969","51.430573950466304, -0.08596899999999999",13.0 km,49 mins,2934,transit
2020-03-04 20:59:01.677211,"51.520406, -0.085969","51.431936035871914, -0.12389611402315005",12.6 km,46 mins,2784,transit
2020-03-04 20:59:02.024506,"51.520406, -0.085969","51.4359811451912, -0.16067080046182308",11.5 km,28 mins,1666,transit
2020-03-04 20:59:02.399526,"51.520406, -0.085969","51.44258705933201, -0.1951756560788158",15.7 km,50 mins,2999,transit
2020-03-04 20:59:03.371196,"51.520406, -0.085969","51.4515541180791, -0.2263622598786364",15.7 km,56 mins,3347,transit
2020-03-04 20:59:03.708092,"51.520406, -0.085969","51.462611160079625, -0.2532830311044024",17.3 km,1 hour 4 mins,3863,transit
2020-03-04 20:59:04.008373,"51.520406, -0.085969","51.47542360628357, -0.27512001874378944",18.3 km,1 hour 3 mins,3800,transit
2020-03-04 20:59:04.315390,"51.520406, -0.085969","51.48960345975672, -0.29120974839402186",16.6 km,57 mins,3402,transit
2020-03-04 20:59:04.632722,"51.520406, -0.085969","51.504720937892024, -0.3010633731778274",20.0 km,59 mins,3511,transit
2020-03-04 20:59:04.932874,"51.520406, -0.085969","51.520317402433555, -0.30438151869057023",18.9 km,52 mins,3110,transit
2020-03-04 20:59:05.239237,"51.520406, -0.085969","51.53591921002737, -0.30106337317782744",18.2 km,52 mins,3126,transit
2020-03-04 20:59:05.602469,"51.520406, -0.085969","51.55105207288062, -0.29120974839402186",18.3 km,47 mins,2792,transit
2020-03-04 20:59:05.908160,"51.520406, -0.085969","51.56525549714392, -0.27512001874378955",16.9 km,38 mins,2252,transit
2020-03-04 20:59:06.273433,"51.520406, -0.085969","51.57809685725981, -0.2532830311044025",17.6 km,53 mins,3150,transit
2020-03-04 20:59:06.601312,"51.520406, -0.085969","51.58918466887225, -0.22636225987863645",15.6 km,41 mins,2485,transit
2020-03-04 20:59:06.923661,"51.520406, -0.085969","51.59818064166191, -0.19517565607881585",15.6 km,36 mins,2149,transit
2020-03-04 20:59:07.217187,"51.520406, -0.085969","51.60481012679303, -0.16067080046182305",17.3 km,54 mins,3260,transit
2020-03-04 20:59:07.510981,"51.520406, -0.085969","51.60887062100628, -0.12389611402315003",11.8 km,36 mins,2178,transit
2020-03-04 20:59:07.847443,"51.520406, -0.085969","51.610238049533685, -0.08596900000000006",11.6 km,56 mins,3359,transit
2020-03-04 20:59:08.237845,"51.520406, -0.085969","51.61922125448705, -0.085969",12.7 km,1 hour 0 mins,3614,transit
2020-03-04 20:59:08.650591,"51.520406, -0.085969","51.61771678778032, -0.04424913736685178",15.6 km,59 mins,3560,transit
2020-03-04 20:59:09.094739,"51.520406, -0.085969","51.613249394046825, -0.0037969534645799744",15.2 km,39 mins,2356,transit
2020-03-04 20:59:09.743557,"51.520406, -0.085969","51.60595565878003, 0.034158401957490904",15.7 km,31 mins,1874,transit
2020-03-04 20:59:10.100144,"51.520406, -0.085969","51.59605849354772, 0.06846366342706273",18.9 km,52 mins,3115,transit
2020-03-04 20:59:10.404229,"51.520406, -0.085969","51.58386020548393, 0.09807649413866024",18.7 km,49 mins,2950,transit
2020-03-04 20:59:10.732832,"51.520406, -0.085969","51.569733119211655, 0.12209715382741426",17.4 km,40 mins,2411,transit
2020-03-04 20:59:10.998303,"51.520406, -0.085969","51.55410805971189, 0.13979582871922636",26.3 km,48 mins,2869,transit
2020-03-04 20:59:11.314395,"51.520406, -0.085969","51.537461070956496, 0.15063479534858146",18.4 km,44 mins,2648,transit
2020-03-04 20:59:11.585568,"51.520406, -0.085969","51.52029879697111, 0.15428474780981766",22.6 km,1 hour 31 mins,5435,transit
2020-03-04 20:59:11.842241,"51.520406, -0.085969","51.503142988068554, 0.15063479534858146",23.6 km,1 hour 6 mins,3988,transit
2020-03-04 20:59:12.166299,"51.520406, -0.085969","51.486514614794906, 0.13979582871922638",22.3 km,1 hour 6 mins,3970,transit
2020-03-04 20:59:12.521949,"51.520406, -0.085969","51.47091807591875, 0.12209715382741433",19.6 km,1 hour 3 mins,3804,transit
2020-03-04 20:59:12.888253,"51.520406, -0.085969","51.45682597545468, 0.09807649413866028",22.4 km,55 mins,3313,transit
2020-03-04 20:59:13.295548,"51.520406, -0.085969","51.44466491861209, 0.0684636634270628",17.1 km,45 mins,2688,transit
2020-03-04 20:59:13.703110,"51.520406, -0.085969","51.43480273937925, 0.034158401957490904",14.8 km,45 mins,2708,transit
2020-03-04 20:59:14.060385,"51.520406, -0.085969","51.4275375250291, -0.003796953464579937",15.2 km,50 mins,2977,transit
2020-03-04 20:59:14.378695,"51.520406, -0.085969","51.42308874703507, -0.04424913736685181",14.2 km,54 mins,3224,transit
2020-03-04 20:59:14.714235,"51.520406, -0.085969","51.42159074551294, -0.08596899999999999",16.4 km,51 mins,3062,transit
2020-03-04 20:59:15.081337,"51.520406, -0.085969","51.42308874703507, -0.12768886263314827",14.4 km,45 mins,2679,transit
2020-03-04 20:59:15.373778,"51.520406, -0.085969","51.4275375250291, -0.16814104653542006",12.5 km,28 mins,1679,transit
2020-03-04 20:59:15.705795,"51.520406, -0.085969","51.43480273937925, -0.20609640195749096",18.8 km,57 mins,3401,transit
2020-03-04 20:59:16.053117,"51.520406, -0.085969","51.44466491861209, -0.2404016634270627",18.4 km,1 hour 9 mins,4137,transit
2020-03-04 20:59:16.426897,"51.520406, -0.085969","51.45682597545468, -0.27001449413866024",20.8 km,1 hour 6 mins,3947,transit
2020-03-04 20:59:16.799888,"51.520406, -0.085969","51.47091807591875, -0.29403515382741424",24.9 km,1 hour 11 mins,4240,transit
2020-03-04 20:59:17.206395,"51.520406, -0.085969","51.486514614794906, -0.3117338287192264",18.5 km,1 hour 5 mins,3904,transit
2020-03-04 20:59:17.498739,"51.520406, -0.085969","51.503142988068554, -0.32257279534858146",21.0 km,1 hour 2 mins,3695,transit
2020-03-04 20:59:17.849144,"51.520406, -0.085969","51.52029879697111, -0.32622274780981764",21.0 km,1 hour 4 mins,3836,transit
2020-03-04 20:59:18.112382,"51.520406, -0.085969","51.537461070956496, -0.32257279534858146",API ERROR,API ERROR,0,transit
2020-03-04 20:59:18.361908,"51.520406, -0.085969","51.55410805971189, -0.3117338287192264",19.8 km,50 mins,3022,transit
2020-03-04 20:59:18.679641,"51.520406, -0.085969","51.569733119211655, -0.29403515382741424",18.1 km,36 mins,2180,transit
2020-03-04 20:59:19.011671,"51.520406, -0.085969","51.58386020548393, -0.2700144941386603",20.4 km,51 mins,3053,transit
2020-03-04 20:59:19.324418,"51.520406, -0.085969","51.59605849354772, -0.24040166342706282",17.3 km,43 mins,2574,transit
2020-03-04 20:59:19.657061,"51.520406, -0.085969","51.60595565878003, -0.20609640195749104",17.0 km,42 mins,2501,transit
2020-03-04 20:59:19.985799,"51.520406, -0.085969","51.613249394046825, -0.16814104653542",16.4 km,51 mins,3053,transit
2020-03-04 20:59:20.315130,"51.520406, -0.085969","51.61771678778032, -0.12768886263314824",15.7 km,47 mins,2797,transit
2020-03-04 20:59:20.669252,"51.520406, -0.085969","51.61922125448705, -0.08596900000000007",12.7 km,1 hour 0 mins,3614,transit
2020-03-04 20:59:21.358074,"51.520406, -0.085969","51.628204459440425, -0.085969",16.7 km,54 mins,3244,transit
2020-03-04 20:59:21.701244,"51.520406, -0.085969","51.62656290070669, -0.04045637812600278",16.7 km,55 mins,3313,transit
2020-03-04 20:59:22.046415,"51.520406, -0.085969","51.621688452479376, 0.0036733114741129835",20.2 km,56 mins,3343,transit
