runtime,Origin,Destination,distance,travel_time,duration_value,travel_mode
2020-03-05 20:19:37.626939,"51.520406, -0.085969","51.500698227097985, 0.010335685223893477",9.4 km,25 mins,1487,transit
2020-03-05 20:19:38.073167,"51.520406, -0.085969","51.497931385468334, 0.00657050762999055",9.4 km,22 mins,1308,transit
2020-03-05 20:19:38.349534,"51.520406, -0.085969","51.49527406449093, 0.0023840356358389224",11.0 km,34 mins,2018,transit
2020-03-05 20:19:38.523069,"51.520406, -0.085969","51.49273919010839, -0.0022010506518931714",API ERROR,API ERROR,0,transit
2020-03-05 20:19:38.815203,"51.520406, -0.085969","51.49033909054843, -0.00716076162160697",9.6 km,33 mins,1999,transit
2020-03-05 20:19:39.096985,"51.520406, -0.085969","51.48808543667874, -0.012469950322215227",9.4 km,31 mins,1836,transit
2020-03-05 20:19:39.419002,"51.520406, -0.085969","51.485989185578546, -0.018102456430227464",9.8 km,36 mins,2165,transit
2020-03-05 20:19:39.690738,"51.520406, -0.085969","51.48406052759388, -0.024031240890852866",8.1 km,31 mins,1882,transit
2020-03-05 20:19:40.041785,"51.520406, -0.085969","51.482308837125736, -0.030228510467595348",8.0 km,29 mins,1768,transit
2020-03-05 20:19:40.443532,"51.520406, -0.085969","51.480742627382575, -0.03666583179441801",7.8 km,28 mins,1695,transit
2020-03-05 20:19:40.851446,"51.520406, -0.085969","51.47936950930942, -0.04331423487313828",7.4 km,44 mins,2662,transit
2020-03-05 20:19:41.112057,"51.520406, -0.085969","51.478196154885794, -0.0501443062888088",6.9 km,38 mins,2286,transit
2020-03-05 20:19:41.467591,"51.520406, -0.085969","51.47722826496401, -0.057126272721210423",6.5 km,38 mins,2284,transit
2020-03-05 20:19:41.876220,"51.520406, -0.085969","51.47647054179786, -0.06423007560614834",8.3 km,40 mins,2402,transit
2020-03-05 20:19:42.192968,"51.520406, -0.085969","51.47592666638982, -0.07142543804202972",7.6 km,35 mins,2103,transit
2020-03-05 20:19:42.464465,"51.520406, -0.085969","51.475599280761934, -0.07868192524225137",7.1 km,32 mins,1921,transit
2020-03-05 20:19:42.795349,"51.520406, -0.085969","51.47548997523315, -0.085969",7.8 km,34 mins,2027,transit
2020-03-05 20:19:43.104927,"51.520406, -0.085969","51.475599280761934, -0.09325607475774862",5.8 km,26 mins,1540,transit
2020-03-05 20:19:43.368545,"51.520406, -0.085969","51.47592666638982, -0.10051256195797033",6.6 km,26 mins,1553,transit
2020-03-05 20:19:43.593809,"51.520406, -0.085969","51.47647054179786, -0.10770792439385171",6.0 km,21 mins,1260,transit
2020-03-05 20:19:43.845205,"51.520406, -0.085969","51.47722826496401, -0.11481172727878958",5.9 km,20 mins,1177,transit
2020-03-05 20:19:44.077873,"51.520406, -0.085969","51.478196154885794, -0.12179369371119118",7.3 km,23 mins,1408,transit
2020-03-05 20:19:44.347976,"51.520406, -0.085969","51.47936950930942, -0.12862376512686172",7.8 km,28 mins,1651,transit
2020-03-05 20:19:44.755205,"51.520406, -0.085969","51.480742627382575, -0.13527216820558202",7.6 km,36 mins,2139,transit
2020-03-05 20:19:45.015079,"51.520406, -0.085969","51.482308837125736, -0.14170948953240467",8.0 km,37 mins,2213,transit
2020-03-05 20:19:45.277138,"51.520406, -0.085969","51.48406052759388, -0.1479067591091471",10.2 km,44 mins,2643,transit
2020-03-05 20:19:45.552008,"51.520406, -0.085969","51.485989185578546, -0.15383554356977255",9.5 km,39 mins,2351,transit
2020-03-05 20:19:45.808638,"51.520406, -0.085969","51.48808543667874, -0.1594680496777848",9.3 km,37 mins,2211,transit
2020-03-05 20:19:46.103739,"51.520406, -0.085969","51.49033909054843, -0.16477723837839306",9.3 km,38 mins,2277,transit
2020-03-05 20:19:46.388647,"51.520406, -0.085969","51.49273919010839, -0.16973694934810685",10.3 km,37 mins,2210,transit
2020-03-05 20:19:46.617322,"51.520406, -0.085969","51.49527406449093, -0.17432203563583895",10.0 km,34 mins,2022,transit
2020-03-05 20:19:46.968938,"51.520406, -0.085969","51.497931385468334, -0.17850850762999054",10.6 km,41 mins,2457,transit
2020-03-05 20:19:47.220101,"51.520406, -0.085969","51.500698227097985, -0.18227368522389348",11.5 km,47 mins,2831,transit
2020-03-05 20:19:47.484636,"51.520406, -0.085969","51.503561128302216, -0.18559635669713448",9.0 km,34 mins,2022,transit
2020-03-05 20:19:47.734744,"51.520406, -0.085969","51.506506158085216, -0.1884569424927663",8.8 km,31 mins,1866,transit
2020-03-05 20:19:48.123301,"51.520406, -0.085969","51.50951898307667, -0.19083766176128525",8.6 km,28 mins,1709,transit
2020-03-05 20:19:48.347374,"51.520406, -0.085969","51.51258493707917, -0.19272269927199262",8.9 km,33 mins,1952,transit
2020-03-05 20:19:48.545000,"51.520406, -0.085969","51.51568909228646, -0.19409837007147654",8.9 km,31 mins,1887,transit
2020-03-05 20:19:48.769391,"51.520406, -0.085969","51.51881633182979, -0.1949532791064631",8.7 km,29 mins,1711,transit
2020-03-05 20:19:49.036769,"51.520406, -0.085969","51.521951423302646, -0.19527847293209763",9.8 km,34 mins,2057,transit
2020-03-05 20:19:49.352265,"51.520406, -0.085969","51.525079092908186, -0.19506758060235518",9.9 km,36 mins,2142,transit
2020-03-05 20:19:49.666464,"51.520406, -0.085969","51.528184099869264, -0.19431694088986193",9.5 km,38 mins,2256,transit
2020-03-05 20:19:50.066861,"51.520406, -0.085969","51.5312513107388, -0.1930257131084224",9.8 km,38 mins,2286,transit
2020-03-05 20:19:50.480495,"51.520406, -0.085969","51.53426577324715, -0.19119596901018063",10.4 km,37 mins,2243,transit
2020-03-05 20:19:50.887962,"51.520406, -0.085969","51.53721278932465, -0.18883276349518077",10.2 km,37 mins,2222,transit
2020-03-05 20:19:51.298198,"51.520406, -0.085969","51.54007798694016, -0.18594418219554407",9.2 km,38 mins,2255,transit
2020-03-05 20:19:51.584320,"51.520406, -0.085969","51.54284739040099, -0.18254136436886265",9.8 km,30 mins,1824,transit
2020-03-05 20:19:51.911670,"51.520406, -0.085969","51.545507488766475, -0.17863849994301245",9.3 km,25 mins,1518,transit
2020-03-05 20:19:52.168317,"51.520406, -0.085969","51.54804530203543, -0.17425279998341656",9.9 km,33 mins,1978,transit
2020-03-05 20:19:52.431368,"51.520406, -0.085969","51.55044844477813, -0.16940444028961443",8.7 km,26 mins,1534,transit
2020-03-05 20:19:52.676216,"51.520406, -0.085969","51.552705186894855, -0.16411647825670678",8.9 km,27 mins,1627,transit
2020-03-05 20:19:52.926424,"51.520406, -0.085969","51.55480451119716, -0.15841474354605897",9.2 km,31 mins,1879,transit
2020-03-05 20:19:53.249623,"51.520406, -0.085969","51.55673616752262, -0.15232770348742408",8.9 km,34 mins,2054,transit
2020-03-05 20:19:53.496869,"51.520406, -0.085969","51.55849072311088, -0.1458863044727486",9.1 km,31 mins,1836,transit
2020-03-05 20:19:53.746511,"51.520406, -0.085969","51.56005960898704, -0.13912379089440685",8.7 km,27 mins,1595,transit
2020-03-05 20:19:54.014737,"51.520406, -0.085969","51.56143516211808, -0.1320755034244289",9.0 km,29 mins,1718,transit
2020-03-05 20:19:54.268812,"51.520406, -0.085969","51.562610663128716, -0.12477865862635343",6.6 km,35 mins,2113,transit
2020-03-05 20:19:54.515492,"51.520406, -0.085969","51.56358036938559, -0.11727211204017587",6.9 km,41 mins,2474,transit
2020-03-05 20:19:54.786641,"51.520406, -0.085969","51.56433954328187, -0.10959610698818306",6.5 km,25 mins,1478,transit
2020-03-05 20:19:55.033207,"51.520406, -0.085969","51.564884475578154, -0.10179201142164225",6.4 km,24 mins,1432,transit
2020-03-05 20:19:55.307358,"51.520406, -0.085969","51.56521250368117, -0.0939020451727064",5.8 km,27 mins,1624,transit
2020-03-05 20:19:55.546827,"51.520406, -0.085969","51.57430522972021, -0.085969",9.3 km,33 mins,1966,transit
2020-03-05 20:19:55.800955,"51.520406, -0.085969","51.57417377848269, -0.07637721115095984",8.7 km,25 mins,1496,transit
2020-03-05 20:19:56.041561,"51.520406, -0.085969","51.57378006746173, -0.06683842151899815",7.6 km,44 mins,2638,transit
2020-03-05 20:19:56.270097,"51.520406, -0.085969","51.57312602155659, -0.05740526665556791",10.4 km,42 mins,2512,transit
2020-03-05 20:19:56.495277,"51.520406, -0.085969","51.57221483836352, -0.0481296576531058",9.1 km,45 mins,2703,transit
2020-03-05 20:19:56.734692,"51.520406, -0.085969","51.571050972379346, -0.039062426120514394",11.5 km,38 mins,2261,transit
2020-03-05 20:19:57.004345,"51.520406, -0.085969","51.56964011300012, -0.030252977868068822",11.6 km,39 mins,2317,transit
2020-03-05 20:19:57.375993,"51.520406, -0.085969","51.56798915642833, -0.02174895829626163",11.2 km,35 mins,2074,transit
2020-03-05 20:19:57.618109,"51.520406, -0.085969","51.56610617163256, -0.013595932534000956",10.4 km,32 mins,1937,transit
2020-03-05 20:19:57.843700,"51.520406, -0.085969","51.564000360534365, -0.005837083403525871",10.1 km,31 mins,1887,transit
2020-03-05 20:19:58.080077,"51.520406, -0.085969","51.561682012626136, 0.0014870697146669941",9.9 km,29 mins,1744,transit
2020-03-05 20:19:58.329623,"51.520406, -0.085969","51.55916245425186, 0.008338928100719484",9.3 km,33 mins,1982,transit
2020-03-05 20:19:58.589069,"51.520406, -0.085969","51.55645399280944, 0.0146840441074506",11.3 km,34 mins,2064,transit
2020-03-05 20:19:58.856381,"51.520406, -0.085969","51.55356985615861, 0.020491322080955898",9.7 km,26 mins,1540,transit
2020-03-05 20:19:59.079399,"51.520406, -0.085969","51.550524127541856, 0.02573318739974729",9.2 km,20 mins,1189,transit
2020-03-05 20:19:59.302726,"51.520406, -0.085969","51.54733167634796, 0.030385721628211085",9.8 km,27 mins,1623,transit
2020-03-05 20:19:59.524354,"51.520406, -0.085969","51.54400808506763, 0.034428762253885754",10.5 km,45 mins,2705,transit
2020-03-05 20:19:59.755359,"51.520406, -0.085969","51.5405695728088, 0.037845966030744",10.5 km,36 mins,2172,transit
2020-03-05 20:19:59.998724,"51.520406, -0.085969","51.5370329157553, 0.040624835567561766",10.2 km,32 mins,1892,transit
2020-03-05 20:20:00.227890,"51.520406, -0.085969","51.53341536496669, 0.04275670946203249",10.6 km,37 mins,2226,transit
2020-03-05 20:20:00.466341,"51.520406, -0.085969","51.52973456192867, 0.04423671696426931",10.8 km,39 mins,2354,transit
2020-03-05 20:20:00.720537,"51.520406, -0.085969","51.52600845227338, 0.04506369883224496",11.2 km,43 mins,2598,transit
2020-03-05 20:20:00.951698,"51.520406, -0.085969","51.52225519809643, 0.04524009669015344",12.1 km,46 mins,2787,transit
2020-03-05 20:20:01.117169,"51.520406, -0.085969","51.51849308930243, 0.0447718137933273",API ERROR,API ERROR,0,transit
2020-03-05 20:20:01.375921,"51.520406, -0.085969","51.514740454414536, 0.04366805061726796",11.7 km,51 mins,3084,transit
2020-03-05 20:20:01.626618,"51.520406, -0.085969","51.511015571283686, 0.041941119104121564",14.3 km,54 mins,3232,transit
2020-03-05 20:20:01.851963,"51.520406, -0.085969","51.507336578132744, 0.03960623970336989",11.5 km,41 mins,2475,transit
2020-03-05 20:20:02.089955,"51.520406, -0.085969","51.503721385366696, 0.03668132552518919",11.6 km,37 mins,2193,transit
2020-03-05 20:20:02.347806,"51.520406, -0.085969","51.500187588575294, 0.033186757981773826",13.2 km,39 mins,2359,transit
2020-03-05 20:20:02.514433,"51.520406, -0.085969","51.496752383146635, 0.029145158225763006",API ERROR,API ERROR,0,transit
2020-03-05 20:20:02.793142,"51.520406, -0.085969","51.49343248090121, 0.0245811585131785",13.6 km,38 mins,2277,transit
2020-03-05 20:20:03.074350,"51.520406, -0.085969","51.49024402914435, 0.019521177332274996",13.2 km,33 mins,1969,transit
2020-03-05 20:20:03.379146,"51.520406, -0.085969","51.48720253252251, 0.01399320176449994",11.4 km,38 mins,2286,transit
2020-03-05 20:20:03.694417,"51.520406, -0.085969","51.4843227780537, 0.008026580096271602",10.0 km,33 mins,1971,transit
2020-03-05 20:20:04.093324,"51.520406, -0.085969","51.48161876368632, 0.0016518271991302106",10.0 km,33 mins,1950,transit
2020-03-05 20:20:04.428904,"51.520406, -0.085969","51.47910363072287, -0.005099555340570171",9.0 km,34 mins,2017,transit
2020-03-05 20:20:04.814267,"51.520406, -0.085969","51.47678960042559, -0.012195242914957846",8.4 km,26 mins,1579,transit
2020-03-05 20:20:05.096612,"51.520406, -0.085969","51.47468791510095, -0.01960223453788728",8.9 km,31 mins,1880,transit
2020-03-05 20:20:05.424902,"51.520406, -0.085969","51.47280878393762, -0.027286982105866997",8.1 km,32 mins,1909,transit
2020-03-05 20:20:05.735887,"51.520406, -0.085969","51.47116133385033, -0.035215502459043625",8.9 km,36 mins,2189,transit
2020-03-05 20:20:06.046759,"51.520406, -0.085969","51.469753565557625, -0.04335347290335844",7.6 km,36 mins,2138,transit
2020-03-05 20:20:06.352322,"51.520406, -0.085969","51.46859231509719, -0.051666311290116576",11.1 km,38 mins,2256,transit
2020-03-05 20:20:06.673548,"51.520406, -0.085969","51.46768322095661, -0.060119242135358845",7.4 km,37 mins,2210,transit
2020-03-05 20:20:06.959088,"51.520406, -0.085969","51.467030696971385, -0.06867735059492333",8.0 km,32 mins,1932,transit
2020-03-05 20:20:07.277707,"51.520406, -0.085969","51.466637911115164, -0.07730562638987337",8.4 km,37 mins,2190,transit
2020-03-05 20:20:07.681722,"51.520406, -0.085969","51.46650677027978, -0.085969",7.3 km,37 mins,2248,transit
2020-03-05 20:20:08.090424,"51.520406, -0.085969","51.466637911115164, -0.09463237361012661",7.4 km,39 mins,2350,transit
2020-03-05 20:20:08.369423,"51.520406, -0.085969","51.467030696971385, -0.1032606494050767",8.1 km,27 mins,1635,transit
2020-03-05 20:20:08.609481,"51.520406, -0.085969","51.46768322095661, -0.1118187578646412",6.8 km,25 mins,1492,transit
2020-03-05 20:20:08.876385,"51.520406, -0.085969","51.46859231509719, -0.1202716887098834",7.1 km,22 mins,1306,transit
2020-03-05 20:20:09.094591,"51.520406, -0.085969","51.469753565557625, -0.12858452709664153",8.0 km,22 mins,1341,transit
2020-03-05 20:20:09.332120,"51.520406, -0.085969","51.47116133385033, -0.13672249754095636",8.5 km,27 mins,1622,transit
2020-03-05 20:20:09.580775,"51.520406, -0.085969","51.47280878393762, -0.14465101789413304",9.8 km,37 mins,2244,transit
2020-03-05 20:20:09.934378,"51.520406, -0.085969","51.47468791510095, -0.15233576546211272",9.0 km,42 mins,2506,transit
2020-03-05 20:20:10.344221,"51.520406, -0.085969","51.47678960042559, -0.15974275708504215",12.6 km,53 mins,3166,transit
2020-03-05 20:20:10.648775,"51.520406, -0.085969","51.47910363072287, -0.16683844465942985",12.9 km,51 mins,3038,transit
2020-03-05 20:20:11.059208,"51.520406, -0.085969","51.48161876368632, -0.17358982719913027",13.4 km,52 mins,3100,transit
2020-03-05 20:20:11.403922,"51.520406, -0.085969","51.4843227780537, -0.17996458009627164",10.0 km,43 mins,2596,transit
2020-03-05 20:20:11.778196,"51.520406, -0.085969","51.48720253252251, -0.18593120176449995",10.8 km,44 mins,2642,transit
2020-03-05 20:20:12.071777,"51.520406, -0.085969","51.49024402914435, -0.19145917733227502",10.4 km,39 mins,2346,transit
2020-03-05 20:20:12.305999,"51.520406, -0.085969","51.49343248090121, -0.19651915851317844",10.3 km,38 mins,2250,transit
2020-03-05 20:20:12.698951,"51.520406, -0.085969","51.496752383146635, -0.201083158225763",12.5 km,46 mins,2767,transit
2020-03-05 20:20:13.120469,"51.520406, -0.085969","51.500187588575294, -0.20512475798177382",10.5 km,39 mins,2342,transit
2020-03-05 20:20:13.428457,"51.520406, -0.085969","51.503721385366696, -0.2086193255251892",10.4 km,37 mins,2228,transit
2020-03-05 20:20:13.831576,"51.520406, -0.085969","51.507336578132744, -0.2115442397033699",10.1 km,34 mins,2019,transit
2020-03-05 20:20:14.100954,"51.520406, -0.085969","51.511015571283686, -0.21387911910412158",11.1 km,35 mins,2127,transit
2020-03-05 20:20:14.439804,"51.520406, -0.085969","51.514740454414536, -0.21560605061726798",10.8 km,32 mins,1924,transit
2020-03-05 20:20:14.749618,"51.520406, -0.085969","51.51849308930243, -0.21670981379332732",10.4 km,34 mins,2022,transit
2020-03-05 20:20:15.016676,"51.520406, -0.085969","51.52225519809643, -0.21717809669015345",10.8 km,38 mins,2294,transit
2020-03-05 20:20:15.281999,"51.520406, -0.085969","51.52600845227338, -0.217001698832245",10.8 km,38 mins,2283,transit
2020-03-05 20:20:15.670556,"51.520406, -0.085969","51.52973456192867, -0.21617471696426935",11.8 km,40 mins,2374,transit
2020-03-05 20:20:16.041977,"51.520406, -0.085969","51.53341536496669, -0.21469470946203253",12.4 km,44 mins,2628,transit
2020-03-05 20:20:16.360625,"51.520406, -0.085969","51.5370329157553, -0.2125628355675618",11.7 km,47 mins,2804,transit
2020-03-05 20:20:16.692701,"51.520406, -0.085969","51.5405695728088, -0.20978396603074403",11.5 km,46 mins,2732,transit
2020-03-05 20:20:16.969221,"51.520406, -0.085969","51.54400808506763, -0.20636676225388578",11.4 km,38 mins,2304,transit
2020-03-05 20:20:17.307121,"51.520406, -0.085969","51.54733167634796, -0.2023237216282111",11.0 km,34 mins,2013,transit
2020-03-05 20:20:17.714334,"51.520406, -0.085969","51.550524127541856, -0.19767118739974732",11.7 km,40 mins,2423,transit
2020-03-05 20:20:18.024288,"51.520406, -0.085969","51.55356985615861, -0.19242932208095592",10.7 km,38 mins,2258,transit
2020-03-05 20:20:18.283975,"51.520406, -0.085969","51.55645399280944, -0.1866220441074507",10.2 km,31 mins,1854,transit
2020-03-05 20:20:18.639865,"51.520406, -0.085969","51.55916245425186, -0.18027692810071955",9.8 km,26 mins,1572,transit
2020-03-05 20:20:18.893065,"51.520406, -0.085969","51.561682012626136, -0.17342506971466706",10.2 km,31 mins,1839,transit
2020-03-05 20:20:19.185752,"51.520406, -0.085969","51.564000360534365, -0.16610091659647416",10.7 km,37 mins,2226,transit
2020-03-05 20:20:19.463657,"51.520406, -0.085969","51.56610617163256, -0.15834206746599908",10.2 km,36 mins,2150,transit
2020-03-05 20:20:19.732482,"51.520406, -0.085969","51.56798915642833, -0.1501890417037384",8.3 km,49 mins,2960,transit
2020-03-05 20:20:19.999371,"51.520406, -0.085969","51.56964011300012, -0.14168502213193118",10.2 km,31 mins,1856,transit
2020-03-05 20:20:20.246019,"51.520406, -0.085969","51.571050972379346, -0.13287557387948562",10.1 km,34 mins,2049,transit
2020-03-05 20:20:20.547537,"51.520406, -0.085969","51.57221483836352, -0.12380834234689418",10.9 km,39 mins,2330,transit
2020-03-05 20:20:20.795252,"51.520406, -0.085969","51.57312602155659, -0.11453273334443219",8.6 km,35 mins,2083,transit
2020-03-05 20:20:21.111636,"51.520406, -0.085969","51.57378006746173, -0.10509957848100195",8.0 km,28 mins,1691,transit
2020-03-05 20:20:21.502950,"51.520406, -0.085969","51.57417377848269, -0.09556078884904022",7.1 km,35 mins,2095,transit
2020-03-05 20:20:21.763584,"51.520406, -0.085969","51.583288434673584, -0.085969",10.8 km,41 mins,2440,transit
2020-03-05 20:20:22.022367,"51.520406, -0.085969","51.58313504462488, -0.07469596419504819",9.7 km,26 mins,1574,transit
2020-03-05 20:20:22.278561,"51.520406, -0.085969","51.582675624877616, -0.06348622185311026",12.4 km,35 mins,2075,transit
2020-03-05 20:20:22.541839,"51.520406, -0.085969","51.581912422911714, -0.0524026232108697",11.5 km,35 mins,2074,transit
2020-03-05 20:20:22.790518,"51.520406, -0.085969","51.580849172157926, -0.041507135182737895",10.4 km,31 mins,1835,transit
2020-03-05 20:20:23.014843,"51.520406, -0.085969","51.57949107351148, -0.03086040759766813",10.2 km,28 mins,1669,transit
2020-03-05 20:20:23.267727,"51.520406, -0.085969","51.57784476958572, -0.02052134910573938",11.5 km,35 mins,2092,transit
2020-03-05 20:20:23.507241,"51.520406, -0.085969","51.57591831183921, -0.01054671627098273",11.7 km,38 mins,2300,transit
2020-03-05 20:20:23.748817,"51.520406, -0.085969","51.573721120746455, -0.0009907195661123338",11.8 km,34 mins,2021,transit
2020-03-05 20:20:24.006675,"51.520406, -0.085969","51.57126393921818, 0.008095349826560716",11.2 km,28 mins,1674,transit
2020-03-05 20:20:24.301237,"51.520406, -0.085969","51.56855877951162, 0.016663468358818087",11.5 km,31 mins,1878,transit
2020-03-05 20:20:24.576602,"51.520406, -0.085969","51.56561886390429, 0.02466919948758609",12.9 km,32 mins,1911,transit
2020-03-05 20:20:24.819536,"51.520406, -0.085969","51.562458559435896, 0.032071979995506525",12.5 km,34 mins,2023,transit
2020-03-05 20:20:25.064416,"51.520406, -0.085969","51.55909330705294, 0.038835369355233434",11.9 km,32 mins,1924,transit
2020-03-05 20:20:25.274534,"51.520406, -0.085969","51.55553954551817, 0.04492725855382406",11.0 km,24 mins,1439,transit
2020-03-05 20:20:25.510130,"51.520406, -0.085969","51.55181463047233, 0.05032003527384982",11.1 km,25 mins,1518,transit
2020-03-05 20:20:25.741965,"51.520406, -0.085969","51.54793674905919, 0.054990702963686064",11.6 km,32 mins,1917,transit
2020-03-05 20:20:25.976745,"51.520406, -0.085969","51.543924830546, 0.05892095210733919",11.7 km,39 mins,2316,transit
2020-03-05 20:20:26.201149,"51.520406, -0.085969","51.5397984533896, 0.062097182900300335",11.7 km,38 mins,2287,transit
2020-03-05 20:20:26.423331,"51.520406, -0.085969","51.535577749215015, 0.0645104795196708",12.2 km,45 mins,2712,transit
2020-03-05 20:20:26.649433,"51.520406, -0.085969","51.53128330418656, 0.06615653720452723",15.7 km,54 mins,3239,transit
2020-03-05 20:20:26.878776,"51.520406, -0.085969","51.526936058262685, 0.06703554439245885",13.3 km,48 mins,2854,transit
2020-03-05 20:20:27.143888,"51.520406, -0.085969","51.52255720283403, 0.06715202314541185",17.5 km,55 mins,3294,transit
2020-03-05 20:20:27.404054,"51.520406, -0.085969","51.518168077249854, 0.06651463199911914",14.2 km,56 mins,3338,transit
2020-03-05 20:20:27.662046,"51.520406, -0.085969","51.51379006474155, 0.06513593614683158",14.8 km,56 mins,3338,transit
2020-03-05 20:20:27.922756,"51.520406, -0.085969","51.509444488252065, 0.06303215048785556",15.1 km,53 mins,3195,transit
2020-03-05 20:20:28.157278,"51.520406, -0.085969","51.50515250667869, 0.06022286151164991",13.2 km,45 mins,2702,transit
2020-03-05 20:20:28.394391,"51.520406, -0.085969","51.50093501203195, 0.05673073423533877",16.4 km,43 mins,2580,transit
2020-03-05 20:20:28.565288,"51.520406, -0.085969","51.496812528006885, 0.05258121046325496",API ERROR,API ERROR,0,transit
2020-03-05 20:20:28.979393,"51.520406, -0.085969","51.49280511045369, 0.047802204497593065",13.9 km,43 mins,2593,transit
2020-03-05 20:20:29.244433,"51.520406, -0.085969","51.488932250223726, 0.042423802114176616",14.4 km,48 mins,2886,transit
2020-03-05 20:20:29.484861,"51.520406, -0.085969","51.48521277885316, 0.03647796814815893",12.0 km,38 mins,2278,transit
2020-03-05 20:20:29.781507,"51.520406, -0.085969","51.481664777531265, 0.029998267437892013",12.3 km,42 mins,2515,transit
2020-03-05 20:20:30.097466,"51.520406, -0.085969","51.47830548978314, 0.023019603180695663",11.7 km,44 mins,2650,transit
2020-03-05 20:20:30.369059,"51.520406, -0.085969","51.47515123827687, 0.015577975992478137",11.9 km,46 mins,2745,transit
2020-03-05 20:20:30.634236,"51.520406, -0.085969","51.472217346145015, 0.007710266164219778",10.7 km,41 mins,2478,transit
2020-03-05 20:20:30.917160,"51.520406, -0.085969","51.46951806318704, -0.0005459592003494815",11.3 km,39 mins,2342,transit
2020-03-05 20:20:31.334169,"51.520406, -0.085969","51.46706649729595, -0.009152613275208655",9.6 km,31 mins,1889,transit
2020-03-05 20:20:31.593691,"51.520406, -0.085969","51.46487455142662, -0.018071230698449507",9.7 km,32 mins,1928,transit
2020-03-05 20:20:31.951009,"51.520406, -0.085969","51.46295286639695, -0.02726308342950185",8.9 km,37 mins,2223,transit
2020-03-05 20:20:32.251991,"51.520406, -0.085969","51.461310769785385, -0.036689272496092114",8.6 km,32 mins,1914,transit
2020-03-05 20:20:32.667151,"51.520406, -0.085969","51.459956231159325, -0.04631079742308488",12.4 km,45 mins,2716,transit
2020-03-05 20:20:32.979491,"51.520406, -0.085969","51.458895823839825, -0.056088605633587515",10.3 km,45 mins,2701,transit
2020-03-05 20:20:33.385474,"51.520406, -0.085969","51.458134693377424, -0.06598362453457345",10.1 km,46 mins,2782,transit
2020-03-05 20:20:33.794260,"51.520406, -0.085969","51.45767653288303, -0.07595677934540333",8.8 km,43 mins,2609,transit
2020-03-05 20:20:34.066074,"51.520406, -0.085969","51.45752356532642, -0.085969",13.3 km,47 mins,2839,transit
2020-03-05 20:20:34.406948,"51.520406, -0.085969","51.45767653288303, -0.09598122065459665",8.1 km,37 mins,2210,transit
2020-03-05 20:20:34.663134,"51.520406, -0.085969","51.458134693377424, -0.1059543754654266",10.1 km,36 mins,2145,transit
2020-03-05 20:20:34.939454,"51.520406, -0.085969","51.458895823839825, -0.11584939436641253",8.5 km,28 mins,1675,transit
2020-03-05 20:20:35.330193,"51.520406, -0.085969","51.459956231159325, -0.12562720257691512",8.5 km,28 mins,1706,transit
2020-03-05 20:20:35.582473,"51.520406, -0.085969","51.461310769785385, -0.13524872750390787",8.4 km,20 mins,1223,transit
2020-03-05 20:20:35.809701,"51.520406, -0.085969","51.46295286639695, -0.14467491657049814",8.6 km,23 mins,1358,transit
2020-03-05 20:20:36.068913,"51.520406, -0.085969","51.46487455142662, -0.15386676930155055",9.9 km,38 mins,2265,transit
2020-03-05 20:20:36.455739,"51.520406, -0.085969","51.46706649729595, -0.16278538672479137",10.7 km,43 mins,2555,transit
2020-03-05 20:20:36.723343,"51.520406, -0.085969","51.46951806318704, -0.1713920407996505",11.4 km,42 mins,2528,transit
2020-03-05 20:20:37.030243,"51.520406, -0.085969","51.472217346145015, -0.17964826616421975",13.0 km,54 mins,3258,transit
2020-03-05 20:20:37.377145,"51.520406, -0.085969","51.47515123827687, -0.18751597599247818",17.5 km,1 hour 1 min,3633,transit
2020-03-05 20:20:37.801587,"51.520406, -0.085969","51.47830548978314, -0.1949576031806957",11.8 km,49 mins,2926,transit
2020-03-05 20:20:38.082877,"51.520406, -0.085969","51.481664777531265, -0.20193626743789203",12.2 km,53 mins,3175,transit
2020-03-05 20:20:38.424384,"51.520406, -0.085969","51.48521277885316, -0.20841596814815894",11.8 km,47 mins,2829,transit
2020-03-05 20:20:38.713210,"51.520406, -0.085969","51.488932250223726, -0.21436180211417658",11.7 km,41 mins,2480,transit
2020-03-05 20:20:39.130805,"51.520406, -0.085969","51.49280511045369, -0.21974020449759307",13.4 km,41 mins,2471,transit
2020-03-05 20:20:39.468181,"51.520406, -0.085969","51.496812528006885, -0.224519210463255",13.4 km,41 mins,2466,transit
2020-03-05 20:20:39.773272,"51.520406, -0.085969","51.50093501203195, -0.22866873423533876",12.3 km,35 mins,2109,transit
2020-03-05 20:20:40.127652,"51.520406, -0.085969","51.50515250667869, -0.2321608615116499",12.1 km,38 mins,2272,transit
2020-03-05 20:20:40.490960,"51.520406, -0.085969","51.509444488252065, -0.23497015048785555",12.6 km,43 mins,2563,transit
2020-03-05 20:20:40.750271,"51.520406, -0.085969","51.51379006474155, -0.23707393614683162",12.7 km,47 mins,2817,transit
2020-03-05 20:20:41.037427,"51.520406, -0.085969","51.518168077249854, -0.23845263199911915",14.3 km,45 mins,2707,transit
2020-03-05 20:20:41.366467,"51.520406, -0.085969","51.52255720283403, -0.23909002314541192",15.2 km,56 mins,3373,transit
2020-03-05 20:20:41.781058,"51.520406, -0.085969","51.526936058262685, -0.23897354439245885",13.6 km,50 mins,3023,transit
